mid,type,standard_question,standard_answer,is_order
318,QA,32岁的张三（本科学历，籍贯龙山市青河区，业余爱好钓鱼）于2023年5月12日（星期五）下午3时许，在龙山市青河区某网吧用白色A4纸手写“华夏第一黑帮”的黑色字样信件。该信件被折叠成三角形装入印有“天天鲜果”logo的黄色信封，通过邮政快递寄给经营便利店的个体户李四（41岁，籍贯龙山市西岗区，性格谨慎）。李四收到信件当天傍晚18:20（阴天多云，气温22℃），按照要求将用黑色塑料袋包裹的现金放在青河区花园路与平安街交叉口东南角的绿色垃圾桶（该垃圾桶高1.2米，表面有轻微破损，贴有“疏通管道”小广告）。放置时李四身穿深蓝色夹克衫，反复环顾四周后，将塑料袋塞到垃圾桶底部并覆盖两张《龙城晚报》，张三一直没有露面。此时正在送外卖途中经过的王五（28岁，初中文化，身穿灰色连帽卫衣，左肩背着美团外卖箱），假装接听电话“您好马上送到”，趁无人注意时迅速取走现金。王五暗自盘算“正好用这钱还上个月借的网贷”，后经查证张三全程在5公里外的青河水库钓鱼未露面。本案中，王五构成什么犯罪？,盗窃罪,NO
320,QA,"情形一：2023年5月12日星期五下午3时许，京海市顺丰快递员张某（男，28岁，高中文化，籍贯鲁东省青河县，平日喜欢玩手机游戏和钓鱼）在光明区幸福街道执行配送任务时，因阴天小雨导致配送延误。三名身着藏青色聚酯纤维制服的公安人员持黑色橡胶警棍，在光明路与平安街交叉口西南角的蓝色岗亭旁对其进行盘问。期间张某因急着配送装有客户重要文件的顺丰特快包裹（使用红色防水袋包装），在转身擦拭额头雨水时不慎碰倒警用记录仪，引发争执后遭殴打。
情形二：在南海市港口码头（设有8个白色集装箱装卸区），32岁的海鲜个体户李某（女，初中毕业，离异独居，经营“鲜之味”水产店）因台风备货，于2024年8月20日多云天气中，穿着蓝色防水围裙和黑色雨靴，将装有200斤基围虾的白色泡沫箱（长宽高60×40×30cm）装车时，被海关以报关单填写瑕疵为由违法扣留5小时。
情形三：2024年11月5日上午10点15分，建材商人刘某（45岁，已婚，育有一子，业余爱好围棋）因债务纠纷，在江南区法院三楼第三审判庭（墙面悬挂深棕色实木法徽，配备米色布艺座椅）被法警使用银色金属探测仪检查时，被发现其深灰色涤纶夹克内袋藏有被查封房产的钥匙串（含3把铜质钥匙），遂以转移财产为由错误拘留15日。
情形四：2025年2月14日情人节当天，春河镇民政科科员赵建国（39岁，本科学历，籍贯本地，性格内向，业余喜欢养多肉植物）在镇政府办公楼二层会议室（铺有浅灰色大理石地砖，悬挂“勤政为民”书法横幅），因上级创文工作压力，将本镇有通宵打麻将嗜好的12名居民名单（含王建军、李晓红等）张贴于公告栏，名单用A4纸打印装订，加盖红色圆形公章。上述四种情形中，哪种情形不适用消除影响、恢复名誉、赔礼道歉的责任方式？",情形四,NO
322,QA,"我国江南省湖州市作家王某（男，34岁，本科学历，籍贯湖州市德清县，业余爱好爬山和收集邮票）于2024年5月创作完成32万字长篇小说《风》，出版后在全国各大书店畅销。2024年12月某个晴朗的周二下午，王某在湖州市""墨韵""咖啡馆用获得的25万元稿酬，通过建设银行手机银行转账购买了当地某新能源汽车4S店（地址湖州市吴兴区凤凰街道，展厅装修为现代简约风格，玻璃幕墙外立面，展示区摆放着绿萝等绿植）一辆珍珠白色比亚迪汉EV纯电动车，车辆续航里程500公里。2025年3月，该小说获得""环太平洋文学奖""，颁奖典礼在巴黎举行当日下着小雨，某国际组织通过瑞士银行转账发放奖金15万元，王某在颁奖现场身着深蓝色棉质夹克和灰色休闲裤签署了奖金接收文件。同年6月，王某在湖州市""星语""咖啡馆（内部有原木色桌椅和暖黄色灯光）使用黑色派克钢笔签署了与外国星光影业公司签订的《影视改编权转让协议》（共12页，附英文译本，签订地点包厢A3，见证人为助理李某，通过电子邮件完成交付），获得该公司支付的特许权使用费200万元。签约时王某心想：""这笔资金正好可以支付新房装修费用，还能带家人去海南度假。""关于王某上述收入，免征个人所得税的是？",奖金15万元,NO
323,MCQ,"春江市顺丰快递员张三（28岁，高中学历，籍贯山北省通河县，性格急躁，业余爱好打台球和养仓鼠），与本市电力公司电工李四（30岁，长相酷似张三）平常在春江市台球俱乐部有交往。2025年6月10日星期二上午10时许，张三获悉李四获得“春江市劳动模范”称号及5万元奖金，遂在春江市民政局办事大厅（内部装修为现代简约风格，米色墙面配浅灰色大理石地面）伪造李四证件，到相关部门签字并冒领。当日身着蓝色涤纶工作服、黑色运动鞋的张三低头填写《荣誉奖金申领表》（该表共3页，签署地点为民政局二楼3号窗口，见证人为工作人员王芳，交付过程通过柜台当面递交），期间因紧张多次用右手擦拭额头汗水。张三心想“用这笔钱正好能还清上个月借的网贷”。关于本案，以下说法何者正确？
A.张三侵害李四的荣誉权
B.张三侵害李四的财产权
C.张三侵害李四的姓名权
D.张三构成不当得利",B C D,NO
324,MCQ,"黄瓜高校文法学院32岁讲师李芳（硕士学历，籍贯黄瓜市西城区，爱好摄影和园艺，性格温和），于2025年5月12日星期一下午3时许，在黄瓜高校明德楼307教师办公室（墙面为米黄色乳胶漆，配有原木色办公桌和两盆绿萝盆栽）处理教务工作时，因其参与的“智慧教育创新计划”科研项目（项目合同共15页，2023年8月20日在黄瓜高校行政楼302会议室签订，项目主任王建国见证）取得重大突破，获得教育部颁发的10万元现金奖励（装在印有教育部徽标的白色信封内）。次日上午10时15分，李芳身着浅蓝色棉质衬衫、卡其色休闲裤和白色帆布鞋，在校门口福彩店购买的双色球红色票面彩票（编号CJ2025051215）中得500万元大奖。同日傍晚，因被评为全校“最受学生喜爱教师”，学校奖励2000元。又过几天，李芳用华为Mate60手机接听法考中心电话，确认其参与批改法考主观题试卷获得的200元报酬已转入工商银行账户（卡号尾号7788）。当晚李芳在书房修改论文时，收到《法学研究》编辑部通过顺丰快递寄送的2000元稿酬汇款单（单号SF14568796532）。李芳整理资料时抬手扶了扶黑色塑料框眼镜，对同事张磊说：”这周既要改试卷又要准备教学研讨会“，同时在便签纸上记录奖金用途：计划用彩票奖金偿还房贷、资助学生社团和开设个人摄影工作室。关于上述所得，下列选项中正确的是？
A.劳务报酬和稿酬可以合并计算
B.科研奖金10万元免征个人所得税
C.学校奖金2000元可免征个人所得税
D.彩票中奖可以加成征收",A B,NO
325,MCQ,"张桂芳（女，45岁，汉族，南山市南山县个体工商户，高中学历，籍贯南山市河口镇，性格固执急躁，业余爱好种植多肉植物）因与王中延（男，37岁，南山市装修工人，初中学历，离异，喜欢下象棋）的合同纠纷案，涉及标的额600元。2023年6月12日星期一上午10时许，南山市天气晴朗，室外气温28℃，南山县法院第三审判庭（面积约80平方米，米色墙面配深棕色木质桌椅，审判席后方悬挂国徽）受理该案件后，按照简易程序进行了审理。庭审时张桂芳身着浅蓝色棉质衬衫和黑色西裤，手持灰色帆布袋（内装借款合同复印件），在举证阶段多次抬手整理刘海；王中延穿着灰色涤纶工装裤和棕色运动鞋，携带黑色旧公文包（包内有三枚象棋棋子），全程低头不语。书记员使用银色联想牌笔记本电脑记录庭审过程。该案源于2023年1月5日张桂芳因经营小超市进货资金不足，向王中延借款时签订的手写《临时借款协议》（共2页，在南山县人民公园长椅上签署，见证人为超市收银员吴小莉）。经终审法院作出驳回张桂芳诉讼请求的判决后，张桂芳2023年9月18日（农历八月初四）在自家阳台整理多肉植物时，意外发现夹在花盆底部的还款收据而收集到新的证据申请再审。下列哪些选项是正确的？
A.张桂芳可以向南山县法院申请再审
B.张桂芳可以向南山市法院申请再审
C.南山县法院再审时，可以吸收陪审员
D.张桂芳对南山县法院的再审判决不服，可以上诉",A B C D,NO
326,MCQ,"河西省青田县某乡镇是养羊大镇，几乎户户都养，并且羊毛质量非常好，在国际市场上供不应求。甲公司专门从事外贸行业，向海外奢侈品服饰原料商供应原材料，遂向该镇农民收购羊毛出口，但因农民无法开具增值税专用发票，遂找到乙公司开具增值税专用发票，其税额与收购羊毛的税额相等。关于本案，下列说法错误的是？
A.由于虚开增值税发票为目的性犯罪，所以甲构成虚开增值税专用发票罪
B.由于乙公司开具的增值税专用发票的金额与农民销售羊毛的税额相等，没有偷逃税款的可能，所以不构成虚开增值税专用发票罪
C.甲属于“让他人虚开”、乙属于“为他人虚开”增值税专用发票，二人均构成虚开增值税专用发票罪
D.虚开增值税专用发票罪为行为犯，所以即使甲没有利用此去抵扣增值税，仍然构成虚开增值税专用发票罪",A B,NO
328,QA,昌平市昌安县个体工商户蓝某颜，45岁，大专学历，籍贯昌安县柳河镇，性格固执，业余爱好钓鱼和养护多肉植物。其经营的蓝星加油站位于昌安县国道路口北侧200米处（占地500平方米，设有四台银灰色自助加油机，站房外墙为白色涂料粉刷并配有红色顶棚）。2023年5月12日星期五下午3时许，昌安县天气多云，气温28摄氏度，昌安县工商局执法人员在该局办公楼三楼会议室（墙面悬挂营业执照办理流程图，摆放棕色木质会议桌及蓝色塑料座椅）认定蓝某颜经营加油站系无照经营，作出《取缔决定书》。当日蓝某颜身着深蓝色棉质工作服和黑色运动鞋，使用黑色华为P40手机签收文件时手指微微发抖，撕开印有工商局红头文件的牛皮纸信封后，心想“全家靠加油站生活，必须想办法保住”。次日上午9时，蓝某颜在昌安县诚信打印店打印了八页《行政复议申请书》，由朋友王某（昌安县建材店老板）作为见证人签字，通过EMS特快专递提交至昌安县政府，向昌安县政府申请复议。复议期间，工商局工作人员李某曾对蓝某颜说：“无证经营风险大，早点停业还能减少损失”，蓝某颜回应道：“这加油站从选址到设备采购都是我亲自操办的”。县政府维持决定后，蓝某颜向法院提起诉讼要求撤销取缔决定。根据上述案情，哪个法院对此案有管辖权？,昌平市中级人民法院,NO
329,QA,某知名社交公司研发的热门社交APP“趣友”一经推出便深受大众喜爱。程序员林某（28岁，籍贯江州市）2023年8月12日周六下午15时，在江州市星蓝咖啡厅使用笔记本电脑时，偶然发现当特定型号的手机登录“趣友”APP时，竟可批量注册诸如“6666”“8888”等靓号。林某心想若能倒手几百个靓号，就能凑钱换台顶配游戏电脑。自2023年9月至12月期间，林某在其租住的阳光花园小区7栋503室利用该漏洞，使用三台二手机连续注册了2358个靓号，并将账号信息记录在名为“客户资源.xlsx”的电子表格中（该文件创建于2023年9月5日，保存在256G金士顿U盘内）。为变现获利，林某通过闲鱼、转转等平台，以188-888元不等价格出售靓号，交易时附带签署《账号转让确认书》。某次交易中，林某边啃着苹果边向买家解释：“这些号码绝对保值，比普通号段转手容易十倍”。“趣友”公司技术团队通过后台日志追溯，于2024年1月8日发现林某在进行的异常操作，随即报警。林某的行为构成何种罪名？,破坏计算机信息系统罪,NO
330,MCQ,"下列哪些选项不违反罪刑法定原则？
A.周某（男，31岁，物流公司搬运工，性格孤僻）明知孙某存在重度智力障碍，仍与之发生性关系并导致其怀孕的情形，应认定为强奸“造成其他严重后果”。
B.火花KTV未经著作权人许可大量播放其音乐视频的行为，应认定为侵犯著作权罪中的“发行”。
C.司机王某在饮用高度散装白酒后，以138公里/小时速度（该路段限速100公里）在高速公路超速狂飙的行为，应认定为以危险方法危害公共安全罪。
D.《刑法》规定了盗窃武装部队印章罪，未规定毁灭武装部队印章罪。法院将李某用打火机烧毁武装部队印章的行为认定为毁灭“国家机关”印章。
E.张某将其通过外网收集而来的他人私密裸照通过群聊、论坛等网络渠道随意散布，该行为应认定为强制猥亵罪。
F.赵某因闲来无事，想要找点乐子，遂在微信朋友圈编造某企业虚假破产信息并大肆传播，该行为应认定为侮辱罪。
G.陈某，高中学历，因不满找不到工作，决定实施犯罪行为，为实施诈骗，假冒高学历人员，并为此伪造某高校学位证书，该行为应认定为盗窃罪。",A C D,NO
332,QA,汉东省滨海市瑜伽教练桃桃，28岁，大专学历，性格细致谨慎，业余爱好晨跑和烘焙。2025年5月12日星期一15时许，天气晴朗伴有零星积云，桃桃在滨海市荣成房产开发公司售楼处（现代简约装修风格，墙面采用白色乳胶漆，地面铺浅灰色大理石瓷砖，接待区摆放着5组米色布艺沙发）选购商品房。她身着浅粉色涤纶运动套装和白色网面运动鞋，手持华为P70手机反复查看小区规划图。荣成房产开发公司在交给购房人桃桃的某小区平面图和项目说明书中都标明有一个健身馆。桃桃在翻阅资料时用食指轻点平面图询问销售员李娜：“这个健身馆会配跑步机区吗？”得到肯定答复后心想：“这样晨跑后就能直接做力量训练”。桃桃看中小区健身方便，决定购买一套商品房并与荣成公司签订了购房合同。桃桃收房时发现小区没有健身馆。遂向荣成房产开发公司主张权利，认为该公司实施欺诈行为与自己签订合同，向法院请求撤销购房合同。针对荣成公司的欺诈行为，桃桃有权请求荣成公司承担何种责任？,缔约过失责任,NO
333,QA,上海市第二中级人民法院刑事审判一庭于2024年5月12日星期四下午3时许，在深棕色木质审判台、墙面悬挂青铜法徽的第三审判庭（地址：上海市静安区共和新路3005号），审理一起故意杀人案。被告人陈辉，32岁，高中文化程度，籍贯江苏省盐城市，案发前租住在虹口区广中路某老旧小区502室。当日天气阴有小雨，陈辉身着浅蓝色涤纶衬衫、黑色涤纶休闲裤和灰色运动鞋，手持印有”虎跑泉“字样的银色保温杯出庭。主审法官张建国在法槌落下后宣读判决书，认定陈辉持水果刀连续捅刺被害人李某胸腹部7次致其死亡，考虑其有自首情节，判处死刑缓期二年执行。上海市人民检察院第二分院检察官王丽（女，38岁，复旦大学法律硕士，业余爱好烘焙）于2024年5月15日在办公室签署《沪检刑抗字〔2024〕第15号》抗诉书（该文书共8页，采用仿宋字体打印，见证人为书记员刘涛，通过EMS特快专递送达），认为量刑过重，向上海市高级人民法院刑事审判庭提出抗诉。高院由审判长吴敏（女，45岁，喜欢收藏紫砂壶）组成合议庭审理后，认定原审事实清楚，但适用法律错误，陈辉自首情节不足以从轻处罚。根据刑事诉讼法相关规定，请问上海市高级人民法院对本案应如何处理？,直接改判,NO
335,QA,"翡翠谷（位于云滇省苍山市西北部，平均海拔1200米，属亚热带季风气候）由于独特的地质构造形成于三叠纪岩层，时常有翡翠矿石滚落，当地居民大多靠买卖翡翠矿石为生，日子过得富足。2025年5月12日星期一午后3时许，天色阴沉伴有间断小雨，42岁的李四（初中学历，籍贯翡翠谷二组，平日喜好养多肉植物）发现一块重约8公斤的青灰色带绿色纹路的翡翠矿石从山体南坡滚落，掉进了隔壁的张三（35岁，高中毕业，翡翠谷二组村民，业余爱好钓鱼）家三亩水稻田里。李四穿着灰色涤纶夹克和棕色皮质休闲鞋，蹲在田埂边用衣袖擦拭矿石表面泥渍时心想：""这块料子加工成摆件至少能卖两万元""。该翡翠矿石最终应当归属于谁？",国家,NO
336,MCQ,"赵建国与周晓雯分别持有丙有限公司70%、30%股权，赵建国担任董事，周晓雯未任职。丙公司注册地位于杭州市滨江区星光国际大厦22层。在赵建国的运作下，丙公司的全资子公司戊主营和接手了丙公司的业务，该子公司租用滨江区人工智能产业园B座5层，全面承接丙公司的业务。周晓雯因连续多年未获分红，于2024年7月向丙公司发函，委托金诚律师事务所的陈律师查阅丙公司和戊公司的会计账簿和会计凭证。下列说法正确的是？
A.周晓雯可以查阅戊公司的会计账簿、会计凭证。
B.周晓雯只能查阅丙公司的会计账簿、会计凭证。
C.周晓雯只能查阅两公司的会计账簿，不能查阅会计凭证。
D.周晓雯不能委托律师查阅两公司的会计账簿、会计凭证。",A,NO
337,MCQ,"2023年5月12日星期五下午2点，春江市阴有小雨，气温18℃。西征国际贸易有限公司（注册地位于春江市高新开发区创业大厦8楼）法定代表人张某，男，32岁，本科学历，籍贯春江市白龙县，性格谨慎，业余爱好钓鱼和收集茶叶罐。该公司法务专员李某（身着深蓝色涤纶西装、白色棉质衬衫搭配棕色牛皮鞋）在春江市仲裁委员会第三仲裁庭（内部装修为米色墙面配深褐色实木会议桌）参与仲裁时，从黑色七匹狼牌公文包中取出双方于2022年10月20日在公司会议室（墙面挂有“诚信经营”书法横幅）签订的《补充协议》。该协议共3页，用黑色得力牌签字笔签署，见证人为公司会计赵某，交付过程通过顺丰快递完成。李某向仲裁员王某提交协议时抬手扶了扶银色金属框眼镜说道：“这份协议明确约定争议解决方式变更为诉讼”，仲裁员王某（身着浅灰色行政夹克）点头回应：“我们会依法处理”，同时心里想着下班后要去接幼儿园放学的女儿。此时窗外雨势渐大，空调出风口发出轻微嗡鸣声。该《补充协议》约定将家具交付纠纷处理方式变更为诉讼，这种情况下仲裁委员会应当如何处理？
A.仲裁委员会有权对是否继续仲裁审理作出裁决。
B.仲裁委员会应当裁决驳回仲裁申请，当事人可向法院起诉。
C.仲裁委员会应当继续仲裁，裁决作出后当事人可以以没有有效的仲裁协议为由申请撤销仲裁裁决。
D.仲裁委员会应当继续仲裁，裁决作出后当事人不得以没有有效的仲裁协议为由申请撤销仲裁裁决。",B,NO
338,MCQ,"根据我国仲裁法及民事诉讼法的相关规定，下列哪些情形下，法院对仲裁裁决可裁定不予执行？
A.广州某贸易公司的负责人李华，35岁，本科学历，籍贯湖南，爱好打篮球，性格直爽。此刻他身着黑色的阿迪达斯运动外套，正站在公司位于天河区珠江新城23楼的会议室里，眉头紧锁，抬手揉着太阳穴。桌上放着一份与上海某科技公司签订的《合作协议》，共12页，协议里含仲裁条款，签订地点是上海陆家嘴某写字楼，见证人是双方律师。原来，因市场变化，合作项目亏损严重，双方都想推脱责任，经审查该协议被认定为无效合同
B.北京某建筑公司的老板王强，42岁，大专学历，籍贯河北，爱好钓鱼，性格沉稳。他穿着灰色的保罗西装，正站在公司位于朝阳区国贸大厦的办公室里，来回踱步。桌上放着一份仲裁裁决书，在申请执行仲裁裁决时，其竞争对手天津某劳务公司以“裁决认定事实错误”为由，同步向法院申请撤销该裁决
C.深圳中院的法官张敏，37岁，硕士学历，籍贯广东，爱好瑜伽，性格严谨。她身着黑色的法官制服，正在办公室里仔细审查一份仲裁裁决案件。桌上放着一份工程验收报告，这是某仲裁裁决所依据的主要证据，纸张有些陈旧，是普通A4纸打印。经查明，该报告系当事人通过PS技术伪造的虚假材料
D.成都仲裁委员会的仲裁庭里，布置着庄重的桌椅。独任仲裁员陈辉，40岁，本科学历，籍贯四川，爱好摄影，性格随和。他身着黑色的仲裁员制服，正在审理一起金融纠纷案件。此时他才发现自己系一方当事人的大学室友，而他未依法回避，且未告知双方当事人回避权利",C D,NO
339,MCQ,"根据法律责任理论及相关法律规定，下列哪些情形构成法律责任竞合？
A.张某（29岁）无执业医师资格，在平安里小区地下车库开设“康健诊所”，使用白色铁制诊疗柜存放药品，被卫健委没收违法所得5万元，后法院以非法行医罪判处其有期徒刑2年
B.李某（32岁）使用品牌手机通话时，电池突然爆炸致左手二度烧伤，既可依《产品质量法》追究制造商侵权责任，也可依买卖合同追究其违约责任
C.王某因在篮球场争夺场地与陈某发生口角，穿着运动鞋猛踢对方腹部致其轻伤，被公安机关处以行政拘留15日，并需赔偿陈某医疗费8000元
D.赵某（个体商户）用20万元假币在王府井亨得利表行购买银色天梭力洛克手表时，向店员解释“这是做生意收的货款”，其行为同时触犯《刑法》第266条诈骗罪与第172条使用假币罪
E.周某驾驶货车超载运输建材，被交通执法部门在G6高速清河收费站处以2000元罚款，后因刹车片磨损导致刹车失灵发生追尾事故，被保险公司拒赔
F.吴某在绿城家园小区3号楼南侧公共绿地搭建高1.8米的灰色铁艺鸽舍，物业依《管理规约》第12条要求其拆除，同时城管部门以违反《城乡规划法》为由处以5000元罚款",B D,NO
340,MCQ,"中国山东省青岛市居民张三（男，32岁，本科学历，业余爱好围棋和登山，性格内向谨慎），与德国慕尼黑市自由摄影师李四（女，35岁，爱好摄影和古典音乐，性格外向开朗）于2023年5月20日在丹麦哥本哈根市政厅（内部为北欧简约风格，白色大理石地面配橡木长椅）登记结婚。结婚时双方在市政厅三楼颁证室（墙面悬挂丹麦女王肖像）签署了结婚证书（共8页，含中英丹三语条款）。婚后定居于哥本哈根市新港区某公寓（浅黄色外墙，室内采用宜家原木家具）。2024年3月12日下午，因文化差异和饮食习惯冲突导致两人感情破裂，张三回国在北京市朝阳区人民法院（地面铺设灰色大理石，配备电子叫号系统）立案递交离婚诉状。依据我国法律，关于该案涉及的离婚以及因离婚而引起的财产分割的法律适用问题，下列哪些选项是错误的？
A.该婚姻的有效性应适用德国法律
B.该案涉及的离婚条件适用中国法律
C.财产分割动产适用丹麦法，不动产适用不动产所在地法
D.涉及该案的财产分割应适用中国法律",A C D,NO
341,QA,"2023年5月12日星期五下午3时许，春阳市多云天气，湿度78%。某区市场监管局执法科科长周伟（41岁，本科学历，籍贯春阳市平谷县，爱好钓鱼）带领两名工作人员，身穿深蓝色涤纶制服并佩戴银色金属制执法记录仪，前往位于春阳市光明路15号的甲公司仓储中心（内部布局为标准化钢架结构仓库，灰色环氧地坪漆地面，配备15组蓝色金属货架）。周伟在未出示完整手续的情况下，以涉嫌销售假冒""洁柔""牌白色包装日用纸品为由，当场查封标注""2023年4月生产批次""的货物23箱，并张贴加盖公章的三联式《查封决定书》（共3页，编号FY-ZF20230512003，签署于该局302会议室，见证人为保洁员王淑兰）。
甲公司法定代表人赵强（38岁，体型微胖，平日习惯穿浅灰色棉麻衬衫配黑色帆布鞋）当时正蹲在仓库东南角清点货物，见状立即起身快步走向执法人员，抬手擦拭额头汗水时说道：""这批货都有正规进货发票，能不能先暂缓查封？""周伟边将文件装入黑色牛皮公文包边回应：""这是正常调查程序，请配合。""赵强心想公司刚与电商平台签订供货协议，若不能按期交货将面临巨额违约金，当晚在办公室通宵整理进货凭证时，不慎打翻印有""春阳茶业""字样的陶瓷马克杯。
因仓库被连续查封5日，甲公司直接停产停业损失达20万元。申请国家赔偿期间，市场监管局代理律师在春阳市中级人民法院第三法庭（墙面悬挂深红色木质法徽，审判席铺设墨绿色绒布）主张：""执法人员已通过内部培训系统完成《行政执法程序规范》在线考试，尽到合理注意义务，主观上并无过错。""请根据国家赔偿的相关规定，说明法院应依据何种归责原则判定是否应予赔偿？",违法原则为主，过错原则为辅,NO
343,MCQ,"2023年8月12日星期五下午2点15分，在汉东省滨海市龙华路118号甲地工业园区（该园区占地300亩，采用现代工业风格设计，红砖外墙配蓝色波浪形屋顶）内，从事服装批发生意的张三（男，38岁，高中文化，籍贯滨海市临海县，爱好钓鱼和收藏邮票）与乙纺织有限公司（成立于2015年，注册资本500万元，主营化纤制品生产）借款合同纠纷一案，经滨海市中级法院主持达成民事调解书。调解书共8页，于2023年5月20日在第三调解室（墙面悬挂“司法为民”书法作品，配有深棕色皮质沙发）签署，见证人为书记员王芳。调解书载明：乙公司以其位于甲地工业园区厂区内的所属地上附着物（包括3台德国西门子牌纺织机床、2间钢结构厂房）抵偿借款。调解过程中，张三曾推了推银框眼镜，用黑色晨光牌钢笔在调解笔录上签字，心想“只要月底能收到设备，店铺资金链就有救了”。
因乙公司到期未履行民事调解书确定的义务，张三于2023年8月12日向法院申请强制执行。执行过程中发现，甲地工业园区管委会已于2023年7月28日（当日气温32℃，东南风3级）拆除了乙公司在该园区建设的2号厂房（面积800平方米，原存放200包聚酯纤维原料）及配套设备，并允许天美服饰公司在原址建造新厂房。双方当事人就折价赔偿一事未能达成协议。此时法院应该如何处理？
A.中止执行，申请执行人另诉请求赔偿。
B.终结执行，申请执行人另诉请求赔偿。
C.法院按照原来的借款数额继续执行。
D.应当裁定折价赔偿或按标的物的价值强制执行被执行人的其他财产。",B,NO
344,QA,"快递员张三（28岁，高中学历，籍贯东山市河沟镇，性格急躁，业余爱好玩手游和钓鱼）与健身房教练李四（31岁，未婚，右臂有青龙纹身，平日喜欢穿运动套装）共谋教训其共同仇人个体商户王五（39岁，在胜利路经营烟酒超市）。2024年5月12日星期日下午3时许，东山市天气多云，气温23℃，李四因半年前王五与其妻子赵美娟存在不正当关系而产生夺妻之恨（王五曾当众讥讽李四收入低），暗藏杀王五之心，但未将此意告诉张三。当日张三穿着褪色牛仔裤配白色帆布鞋，在胜利路转角便利店门口与李四碰头时压低声音说：""等下完事去老地方烧烤""，李四边整理黑色皮质挎包边回应：""先办正事""。
为确保万无一失，张三、李四以入室盗窃为由邀请不知情的外卖骑手赵六（25岁，初中文化，老家西山省红土县，因电动车被扣急需用钱）在锦绣家园小区5栋302室楼下望风。该房屋系王五租住，内部装修为中式风格，客厅摆放红木博古架和《千里江山图》仿制品。张三推门时故意用肩膀顶开未锁的防盗门，李四进门时右手不自觉捏成拳头。当时王五身着深蓝色棉质睡衣，正躺在真皮沙发上刷抖音短视频，身旁茶几上放着黑色华为Mate60手机。
张三、李四同时对王五实施殴打：张三用右脚猛踢王五腰部（其左脚运动鞋鞋带松脱），李四用戴铜指虎的左手击打王五太阳穴（该指虎系网购的仿古黄铜制品）。期间李四心想""这次非要他的命不可""，而张三仅想""打残这个龟孙子出口恶气""。二十分钟后王五因颅脑损伤死亡，深灰色大理石地砖上留有血迹。张三在收拾现场时发现卧室衣柜内的棕色皮质行李箱，趁李四查看窗外情况时从中窃取5万元百元现钞（纸币为2015年版，用银行封条捆扎）。
出门时张三将装有三台华为旧手机的快递纸箱塞给赵六，谎称""搞到3万现金""。次日凌晨在建设银行ATM机旁，张三将装有1万元现金的白色信封（印有""东山土特产批发""字样）分给赵六。三周后张三在万达广场C座楼梯间捡到招商银行蓝色信用卡（卡号尾数6688），向正在试穿灰色连帽卫衣的李四谎称系捡拾所得，指使其在工商银行东山支行柜台取现3万元。2024年6月5日，因所有赃款用于网络赌博和购买二手摩托车挥霍殆尽，赵六身着印有""饿了吗""字样的黄色工服向公安机关投案，供述参与盗窃事实但隐瞒知晓王五死亡的情况。就被害人王五死亡这一情节，赵六的刑事责任应当如何认定？",不承担刑事责任,NO
345,QA,"闻达公司实际控制人江某，38岁，金融学硕士学历，籍贯江苏省南京市，业余爱好围棋和收藏宜兴紫砂壶，性格谨慎细致。2021年5月12日星期三下午3时许，某证券交易场所所在的金融大厦25楼交易大厅（内部铺设深蓝色地毯，配有多块LED实时行情显示屏）内，闻达公司发行的公司债券信用等级由上市时AAAA被调低为AAA。当时室外天气阴有小雨，江某身着深蓝色羊毛西装搭配银色领带，脚穿黑色牛津皮鞋，在办公室来回踱步时用华为Mate40手机查看债券实时行情，期间多次用纸巾擦拭办公桌上的小叶紫檀貔貅摆件。该债券自2019年7月首次在某证券交易场所上市交易以来持续保持较高评级，此次评级调整系因公司海外矿产投资项目受当地政策影响导致生产经营遭遇困境。江某认为，若立即公告该评级结果必然导致公司债券价格迅速走低，心想""等第三季度财务数据补充完整后再公告才不至于影响债券价格的走势""。根据相关规定，对于此种情形，闻达公司应立即向何处报送临时报告？",国务院证券管理机构、证券交易所,NO
346,QA,"A、B两国相邻，两国因边界问题引发纠纷。A国海军上校张海，35岁，籍贯临海市，身高1米78，业余爱好钓鱼和研究航海史，性格严谨。2023年8月12日星期六上午10时许，在东海争议海域（北纬32°15'，东经125°30'），天气多云伴有薄雾，能见度约3海里。张海指挥的""临海号""驱逐舰（舰体涂装为深灰色，甲板铺设防滑涂层，驾驶舱内装有最新型电子导航设备）发现B国宏远运输公司所属“白云号”商船（船体为深蓝色，左舷有轻微锈迹），该船正运送500箱五金器材前往第三国。张海身着藏青色海军制服和黑色皮质军靴，通过望远镜观察到商船甲板上堆放着印有“宏远物流”字样的木箱。张海对副舰长王刚说：“今天湿度太大，雷达监测要格外仔细”。随即下令鸣笛示警。他心想上级要求本月必须完成巡航任务指标，遂指示船员升起信号旗。“白云号”船长李明（46岁，短发戴银框眼镜）在驾驶室看到军舰后，手持对讲机向船员大喊：“把救生设备检查一遍！”。该事件记录在《航海日志》（共15页，采用A4牛皮纸装订，2023年8月10日在临海号舰长室签署，见证人为轮机长陈立）第7页。根据国际法相关规定，A国军舰在此种情况下可如何处理B国商船？
A、B两国相邻，两国因边界问题引发纠纷，A国军舰在海上遇到B国商船后，可怎么处理？
A.拿捕
B.没收
C.驱离
D.护送
E.扣押
F.击沉","A.拿捕
B.没收",NO
