"mid","subid","standard_question","standard_answer"
"17","2","当黑体温度升高时，其单色辐出度峰值对应的波长从 \( 0.69 \, \mu \text{m} \) 移动到 \( 0.70 \, \mu \text{m} \)。总辐射出射度增加了多少倍？ (结果以$ {\mathrm{B}} $为单位，保留3位有效数字)"," 0.944"
"17","3","当黑体温度升高时，其单色辐出度峰值对应的波长从 \( 0.53 \, \mu \text{m} \) 移动到 \( 0.75 \, \mu \text{m} \)。总辐射出射度增加了多少倍？ (结果以$ {\mathrm{B}} $为单位，保留3位有效数字)"," 0.249"
"42","0","一根均匀弦上观测到的驻波表达式为 \( y = 0.03 \cos(1.6\pi x) \cos(550\pi t) \)，式中 \( y \) 和 \( x \) 以米为单位，\( t \) 以秒为单位。若此驻波是由两列振幅相等、波速相同且传播方向相反的相干简谐波干涉形成，求这些行波的波速。 (结果以$ \mathrm{\;m}/\mathrm{s}  $为单位，保留4位有效数字)"," 343.8"
"42","1","一根均匀弦上观测到的驻波表达式为 \( y = 0.04 \cos(1.8\pi x) \cos(550\pi t) \)，式中 \( y \) 和 \( x \) 以米为单位，\( t \) 以秒为单位。若此驻波是由两列振幅相等、波速相同且传播方向相反的相干简谐波干涉形成，求这些行波的波速。 (结果以$ \mathrm{\;m}/\mathrm{s}  $为单位，保留4位有效数字)"," 305.5"
"42","2","一根均匀弦上观测到的驻波表达式为 \( y = 0.01 \cos(1.2\pi x) \cos(550\pi t) \)，式中 \( y \) 和 \( x \) 以米为单位，\( t \) 以秒为单位。若此驻波是由两列振幅相等、波速相同且传播方向相反的相干简谐波干涉形成，求这些行波的波速 (结果以$ \mathrm{\;m}/\mathrm{s}  $为单位，保留4位有效数字)"," 459.2"
"42","3","一根均匀弦上观测到的驻波表达式为 \( y = 0.03 \cos(2.0\pi x) \cos(650\pi t) \)，式中 \( y \) 和 \( x \) 以米为单位，\( t \) 以秒为单位。若此驻波是由两列振幅相等、波速相同且传播方向相反的相干简谐波干涉形成，求这些行波的波速 (结果以$ \mathrm{\;m}/\mathrm{s}  $为单位，保留3位有效数字)"," 325"
"93","0","在实验室中，一个用于测量密度的专用小烧瓶（pycnometer）在空瓶状态下的质量为20.00 g。当该烧瓶完全装满水时，总质量为22.00 g；装满苯时，总质量为21.76 g。为确保密度测量的精确性，必须考虑空瓶内部空气的质量，请计算空瓶中空气的质量。 (结果使用科学计数法，以$ \mathrm{\;{kg}}  $为单位，保留3位有效数字)","2.58 \times 10^{-6}"
"93","1","在实验室中，一个用于测量密度的专用小烧瓶（pycnometer）在空瓶状态下的质量为28.00 g。当该烧瓶完全装满水时，总质量为35.00 g；装满苯时，总质量为21.76 g。为确保密度测量的精确性，必须考虑空瓶内部空气的质量，请计算空瓶中空气的质量。 (结果使用科学计数法，以$ \mathrm{\;{kg}}  $为单位，保留3位有效数字)","9.03 \times 10^{-6}"
"93","2","在实验室中，一个用于测量密度的专用小烧瓶（pycnometer）在空瓶状态下的质量为16.00 g。当该烧瓶完全装满水时，总质量为26.00 g；装满苯时，总质量为21.76 g。为确保密度测量的精确性，必须考虑空瓶内部空气的质量，请计算空瓶中空气的质量。 (结果使用科学计数法，以$ \mathrm{\;{kg}}  $为单位，保留3位有效数字)","1.29 \times 10^{-6}"
"93","3","在实验室中，一个用于测量密度的专用小烧瓶（pycnometer）在空瓶状态下的质量为20.00 g。当该烧瓶完全装满水时，总质量为37.00 g；装满苯时，总质量为26 g。为确保密度测量的精确性，必须考虑空瓶内部空气的质量，请计算空瓶中空气的质量。 (结果使用科学计数法，以$ \mathrm{\;{kg}}  $为单位，保留4位有效数字)","2.193 \times 10^{-6}"
"62","0","一个铁磁材料环形磁芯的平均磁路长度为 0.3 米，横截面积为 \( 10^{-4} \) 平方米。磁芯上均匀绕制了 300 匝线圈，当线圈中通有电流 0.032 安培时，磁芯内的磁通量为 \( 2 \times 10^{-6} \) 韦伯。计算该材料的绝对磁导率 \( \mu \)。 (结果保留3位有效数字)"," 497"
"62","1","一个铁磁材料环形磁芯的平均磁路长度为 0.3 米，横截面积为 \( 10^{-4} \) 平方米。磁芯上均匀绕制了 300 匝线圈，当线圈中通有电流 0.32 安培时，磁芯内的磁通量为 \( 2 \times 10^{-6} \) 韦伯。计算该材料的绝对磁导率 \( \mu \)。 (结果保留4位有效数字)"," 4979"
"62","2","一个铁磁材料环形磁芯的平均磁路长度为 0.3 米，横截面积为 \( 10^{-4} \) 平方米。磁芯上均匀绕制了 300 匝线圈，当线圈中通有电流 3.2 安培时，磁芯内的磁通量为 \( 2 \times 10^{-6} \) 韦伯。计算该材料的绝对磁导率 \( \mu \)。 (结果保留5位有效数字)"," 49699"
"62","3","一个铁磁材料环形磁芯的平均磁路长度为 0.3 米，横截面积为 \( 10^{-4} \) 平方米。磁芯上均匀绕制了 300 匝线圈，当线圈中通有电流 32 安培时，磁芯内的磁通量为 \( 2 \times 10^{-6} \) 韦伯。计算该材料的绝对磁导率 \( \mu \)。 (结果保留6位有效数字)"," 496999"
"13","0","观测者 Alice 和 Bob 分别静止于两个惯性参考系 A 和 B 中。Alice 测得在同一点发生的两个事件的时间间隔为 4 s，而 Bob 测得这两个事件的时间间隔为 5 s。求 B 相对于 A 的运动速度。 (结果保留1位有效数字)"," 0.6"
"13","1","观测者 Alice 和 Bob 分别静止于两个惯性参考系 A 和 B 中。Alice 测得在同一点发生的两个事件的时间间隔为 8s，而 Bob 测得这两个事件的时间间隔为 10 s。求 B 相对于 A 的运动速度。 (结果保留1位有效数字)"," 0.6"
"13","2","观测者 Alice 和 Bob 分别静止于两个惯性参考系 A 和 B 中。Alice 测得在同一点发生的两个事件的时间间隔为 2s，而 Bob 测得这两个事件的时间间隔为2.5 s。求 B 相对于 A 的运动速度。 (结果保留1位有效数字)"," 0.6"
"13","3","观测者 Alice 和 Bob 分别静止于两个惯性参考系 A 和 B 中。Alice 测得在同一点发生的两个事件的时间间隔为 4 s，而 Bob 测得这两个事件的时间间隔为 6 s。求 B 相对于 A 的运动速度。 (结果保留3位有效数字)"," 0.745"
"90","0","两个质量均为 \(60kg\) 的运动员，在两条相距 \(10m\) 的直轨道上以 \(6.5m/s\) 的速度反向匀速滑行。当他们之间的距离恰好为 \(10m\) 时，他们同时抓住一根长 \(10m\) 的绳子的两端。若将运动员视为质点，并忽略绳子的质量。计算每个人在拉绳过程中所做的功。 (结果以$ \mathrm{\;J} $为单位，保留5位有效数字)"," 3802.5"
"90","1","两个质量均为 \(70kg\) 的运动员，在两条相距 \(10m\) 的直轨道上以 \(6.5m/s\) 的速度反向匀速滑行。当他们之间的距离恰好为 \(10m\) 时，他们同时抓住一根长 \(10m\) 的绳子的两端。若将运动员视为质点，并忽略绳子的质量。计算每个人在拉绳过程中所做的功。 (结果以$ \mathrm{\;J} $为单位，保留6位有效数字)"," 4436.25"
"90","2","两个质量均为 \(80kg\) 的运动员，在两条相距 \(10m\) 的直轨道上以 \(6.5m/s\) 的速度反向匀速滑行。当他们之间的距离恰好为 \(10m\) 时，他们同时抓住一根长 \(10m\) 的绳子的两端。若将运动员视为质点，并忽略绳子的质量。计算每个人在拉绳过程中所做的功。 (结果以$ \mathrm{\;J} $为单位，保留4位有效数字)"," 5070"
"90","3","两个质量均为 \(90kg\) 的运动员，在两条相距 \(10m\) 的直轨道上以 \(6.5m/s\) 的速度反向匀速滑行。当他们之间的距离恰好为 \(10m\) 时，他们同时抓住一根长 \(10m\) 的绳子的两端。若将运动员视为质点，并忽略绳子的质量。计算每个人在拉绳过程中所做的功。 (结果以$ \mathrm{\;J} $为单位，保留6位有效数字)"," 5703.75"
"73","0","一束单色光波长为 \( 500 \, \text{nm} \) 入射到逸出功为 \( 1.90 \, \text{eV} \) 的金属表面。计算光子的能量。 (结果以$ \mathrm{{eV}}  $为单位，保留3位有效数字)"," 2.49"
"73","1","一束单色光波长为 \( 600 \, \text{nm} \) 入射到逸出功为 \( 1.90 \, \text{eV} \) 的金属表面。计算光子的能量。 (结果保留3位有效数字)","2.07 "
"73","2","一束单色光波长为 \( 700 \, \text{nm} \) 入射到逸出功为 \( 1.90 \, \text{eV} \) 的金属表面。计算光子的能量。 (结果保留3位有效数字)","1.77 "
"73","3","一束单色光波长为 \( 800 \, \text{nm} \) 入射到逸出功为 \( 1.90 \, \text{eV} \) 的金属表面。计算光子的能量。 (结果以$ \mathrm{{eV}}  $为单位，保留3位有效数字)","1.55"
"46","0","在杨氏双缝干涉实验中，使用氦氖激光（波长 $\lambda = 6328 \AA$）正入射到两个狭缝上。两狭缝的间距为 $1.00 \mathrm{mm}$，狭缝至观察屏的垂直距离为 $100 \mathrm{cm}$。整个装置浸没在水中，水的折射率 $n=1.33$。求观察屏上干涉条纹的间距。 (结果以$ \mu \mathrm{~m}
 $为单位，保留4位有效数字)","
476 "
"46","1","在杨氏双缝干涉实验中，使用氦氖激光（波长 $\lambda = 6328 \AA$）正入射到两个狭缝上。两狭缝的间距为 $2.00 \mathrm{mm}$，狭缝至观察屏的垂直距离为 $100 \mathrm{cm}$。整个装置浸没在水中，水的折射率 $n=1.33$。求观察屏上干涉条纹的间距。 (结果以$ \mu \mathrm{~m}
 $为单位，保留4位有效数字)","
951 "
"46","2","在杨氏双缝干涉实验中，使用氦氖激光（波长 $\lambda = 6328 \AA$）正入射到两个狭缝上。两狭缝的间距为 $3.00 \mathrm{mm}$，狭缝至观察屏的垂直距离为 $100 \mathrm{cm}$。整个装置浸没在水中，水的折射率 $n=1.33$。求观察屏上干涉条纹的间距。 (结果以$ \mu \mathrm{~m}
 $为单位，保留5位有效数字)","
1427 "
"46","3","在杨氏双缝干涉实验中，使用氦氖激光（波长 $\lambda = 6328 \AA$）正入射到两个狭缝上。两狭缝的间距为 $4.00 \mathrm{mm}$，狭缝至观察屏的垂直距离为 $100 \mathrm{cm}$。整个装置浸没在水中，水的折射率 $n=1.33$。求观察屏上干涉条纹的间距。 (结果以$ \mu \mathrm{~m}
 $为单位，保留5位有效数字)","
1903"
"25","0","两名花样滑冰者，质量分别为 \( M_{\mathrm{A}} = 60  \text{kg} \) 和 \( M_{\mathrm{B}} = 70  \text{kg} \)，正以速率 \( v_{\mathrm{A}} = 7  \text{m/s} \) 和 \( v_{\mathrm{B}} = 6  \text{m/s} \) 在两条平行轨迹上迎面滑行。初始时它们相隔 1.5 米。当两者达到最近距离时，它们相互抓住并开始以 1.5 米的固定间距围绕质心进行圆周运动。求在抓住对方之前系统的总动能。 (结果使用科学计数法，以$ {\mathrm{{kl}}}   $为单位，保留3位有效数字)","2.73 \times 10^{3}"
"25","1","两名花样滑冰者，质量分别为 \( M_{\mathrm{A}} = 60  \text{kg} \) 和 \( M_{\mathrm{B}} = 70  \text{kg} \)，正以速率 \( v_{\mathrm{A}} = 8  \text{m/s} \) 和 \( v_{\mathrm{B}} = 6  \text{m/s} \) 在两条平行轨迹上迎面滑行。初始时它们相隔 1.5 米。当两者达到最近距离时，它们相互抓住并开始以 1.5 米的固定间距围绕质心进行圆周运动。求在抓住对方之前系统的总动能。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留3位有效数字)","3.18 \times 10^{3}"
"25","2","两名花样滑冰者，质量分别为 \( M_{\mathrm{A}} = 60  \text{kg} \) 和 \( M_{\mathrm{B}} = 70  \text{kg} \)，正以速率 \( v_{\mathrm{A}} = 7  \text{m/s} \) 和 \( v_{\mathrm{B}} = 9  \text{m/s} \) 在两条平行轨迹上迎面滑行。初始时它们相隔 1.5 米。当两者达到最近距离时，它们相互抓住并开始以 1.5 米的固定间距围绕质心进行圆周运动。求在抓住对方之前系统的总动能。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留4位有效数字)","4.305 \times 10^{3}"
"25","3","两名花样滑冰者，质量分别为 \( M_{\mathrm{A}} = 60  \text{kg} \) 和 \( M_{\mathrm{B}} = 70  \text{kg} \)，正以速率 \( v_{\mathrm{A}} = 7  \text{m/s} \) 和 \( v_{\mathrm{B}} = 5  \text{m/s} \) 在两条平行轨迹上迎面滑行。初始时它们相隔 1.5 米。当两者达到最近距离时，它们相互抓住并开始以 1.5 米的固定间距围绕质心进行圆周运动。求在抓住对方之前系统的总动能。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留4位有效数字)","2.345 \times 10^{3}"
"82","0","一个质量为 \( 0.1 \, \mathrm{kg} \) 的质点与轻弹簧相连，在光滑水平面上作简谐振动，其位移表达式为 \( x = 0.1 \cos \left( 8\pi t + \frac{2}{3}\pi \right) \)，其中 \( x \) 以米为单位，\( t \) 以秒为单位。求该振动过程中速度的最大值。 (结果以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留2位有效数字)"," 2.5"
"82","1","一个质量为 \( 0.2 \, \mathrm{kg} \) 的质点与轻弹簧相连，在光滑水平面上作简谐振动，其位移表达式为 \( x = 0.1 \cos \left( 8\pi t + \frac{2}{3}\pi \right) \)，其中 \( x \) 以米为单位，\( t \) 以秒为单位。求该振动过程中速度的最大值。 (结果以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留3位有效数字)"," 5.02"
"82","2","一个质量为 \( 0.3 \, \mathrm{kg} \) 的质点与轻弹簧相连，在光滑水平面上作简谐振动，其位移表达式为 \( x = 0.1 \cos \left( 8\pi t + \frac{2}{3}\pi \right) \)，其中 \( x \) 以米为单位，\( t \) 以秒为单位。求该振动过程中速度的最大值。 (结果以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留3位有效数字)"," 7.54"
"82","3","一个质量为 \( 0.4 \, \mathrm{kg} \) 的质点与轻弹簧相连，在光滑水平面上作简谐振动，其位移表达式为 \( x = 0.1 \cos \left( 8\pi t + \frac{2}{3}\pi \right) \)，其中 \( x \) 以米为单位，\( t \) 以秒为单位。求该振动过程中速度的最大值。 (结果以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留4位有效数字)"," 10.05"
"70","0","有 20 个质量均匀分布的相同光滑块体，每个块体长度为 \( l \)，横截面为边长 \( h = l/4 \) 的正方形。在光滑水平面上，将这些块体一块叠一块地组装成一座单孔桥。求桥的跨度与桥孔高度的比值。 (结果保留4位有效数字)","  1.258"
"70","1","有 18个质量均匀分布的相同光滑块体，每个块体长度为 \( l \)，横截面为边长 \( h = l/4 \) 的正方形。在光滑水平面上，将这些块体一块叠一块地组装成一座单孔桥。求桥的跨度与桥孔高度的比值。 (结果保留4位有效数字)","  1.359"
"70","2","有 16个质量均匀分布的相同光滑块体，每个块体长度为 \( l \)，横截面为边长 \( h = l/4 \) 的正方形。在光滑水平面上，将这些块体一块叠一块地组装成一座单孔桥。求桥的跨度与桥孔高度的比值。 (结果保留5位有效数字)","  1.4816"
"70","3","有14个质量均匀分布的相同光滑块体，每个块体长度为 \( l \)，横截面为边长 \( h = l/4 \) 的正方形。在光滑水平面上，将这些块体一块叠一块地组装成一座单孔桥。求桥的跨度与桥孔高度的比值。 (结果保留4位有效数字)","  1.633"
"60","0","一定质量的氮气，初始压强为1个标准大气压，初始体积为10升，初始温度为300开尔文。该气体经历一个缓慢的绝热膨胀过程，最终体积达到30升。求此过程中内能的变化量。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","-934"
"60","1","一定质量的氮气，初始压强为2个标准大气压，初始体积为10升，初始温度为300开尔文。该气体经历一个缓慢的绝热膨胀过程，最终体积达到30升。求此过程中内能的变化量。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","-692"
"60","2","一定质量的氮气，初始压强为3个标准大气压，初始体积为10升，初始温度为300开尔文。该气体经历一个缓慢的绝热膨胀过程，最终体积达到30升。求此过程中内能的变化量。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","-179"
"60","3","一定质量的氮气，初始压强为4个标准大气压，初始体积为10升，初始温度为300开尔文。该气体经历一个缓慢的绝热膨胀过程，最终体积达到30升。求此过程中内能的变化量。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","-338"
"79","0","一个旋转圆盘的转速为 \( {300}\mathrm{r}/\mathrm{min} \)，直径为 \( {200}\mathrm{cm} \)（即半径为 \( {100}\mathrm{cm} \)）。在制动作用下均匀减速，经 \( {50}\mathrm{s} \) 后完全停止。 试求制动过程开始后 \( {25}\mathrm{s} \) 时，圆盘转过的总圈数，以及盘边缘任意一点的法向加速度。 (结果以$ {\mathrm{n}}  $为单位，保留5位有效数字)","  246.74"
"79","1","一个旋转圆盘的转速为 \( {300}\mathrm{r}/\mathrm{min} \)，直径为 \( {400}\mathrm{cm} \)（即半径为 \( {200}\mathrm{cm} \)）。在制动作用下均匀减速，经 \( {50}\mathrm{s} \) 后完全停止。 试求制动过程开始后 \( {25}\mathrm{s} \) 时，圆盘转过的总圈数，以及盘边缘任意一点的法向加速度。 (结果以$ {\mathrm{n}}  $为单位，保留5位有效数字)","  493.48"
"79","2","一个旋转圆盘的转速为 \( {300}\mathrm{r}/\mathrm{min} \)，直径为 \( {600}\mathrm{cm} \)（即半径为 \( {300}\mathrm{cm} \)）。在制动作用下均匀减速，经 \( {50}\mathrm{s} \) 后完全停止。 试求制动过程开始后 \( {25}\mathrm{s} \) 时，圆盘转过的总圈数，以及盘边缘任意一点的法向加速度。 (结果以$ {\mathrm{n}}  $为单位，保留5位有效数字)","  740.22"
"79","3","一个旋转圆盘的转速为 \( {300}\mathrm{r}/\mathrm{min} \)，直径为 \( {800}\mathrm{cm} \)（即半径为 \( {400}\mathrm{cm} \)）。在制动作用下均匀减速，经 \( {50}\mathrm{s} \) 后完全停止。 试求制动过程开始后 \( {25}\mathrm{s} \) 时，圆盘转过的总圈数，以及盘边缘任意一点的法向加速度。 (结果以$ {\mathrm{n}}  $为单位，保留5位有效数字)","  986.96"
"21","0","子弹在枪管内运动过程中，合力随时间的变化关系为  
\[ F = 400 - \frac{4 \times 10^{5}}{3} t \quad (\text{SI单位}) \]  
已知子弹的枪口速度为 \( 300 \, \text{m/s} \)，求子弹从开始运动至离开枪管所需的时间。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留1位有效数字)","3 \times 10^{-3}"
"21","1","子弹在枪管内运动过程中，合力随时间的变化关系为  
\[ F = 500 - \frac{4 \times 10^{5}}{3} t \quad (\text{SI单位}) \]  
已知子弹的枪口速度为 \( 300 \, \text{m/s} \)，求子弹从开始运动至离开枪管所需的时间。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留3位有效数字)","3.75 \times 10^{-3}"
"21","2","子弹在枪管内运动过程中，合力随时间的变化关系为  
\[ F = 600 - \frac{4 \times 10^{5}}{3} t \quad (\text{SI单位}) \]  
已知子弹的枪口速度为 \( 300 \, \text{m/s} \)，求子弹从开始运动至离开枪管所需的时间。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留2位有效数字)","4.5 \times 10^{-3}"
"21","3","子弹在枪管内运动过程中，合力随时间的变化关系为  
\[ F =300 - \frac{4 \times 10^{5}}{3} t \quad (\text{SI单位}) \]  
已知子弹的枪口速度为 \( 300 \, \text{m/s} \)，求子弹从开始运动至离开枪管所需的时间。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留3位有效数字)","2.25 \times 10^{-3}"
"87","0","当用与水平方向呈30°角的力拉置于水平面的物体时，物体做匀速直线运动；若保持该力大小不变，改为沿水平方向拉动，物体依然能匀速前行，求物体与水平面间的动摩擦因数μ。 (结果保留3位有效数字)"," 0.268"
"87","1","当用与水平方向呈45°角的力拉置于水平面的物体时，物体做匀速直线运动；若保持该力大小不变，改为沿水平方向拉动，物体依然能匀速前行，求物体与水平面间的动摩擦因数μ。 (结果保留3位有效数字)"," 0.707"
"87","2","当用与水平方向呈60°角的力拉置于水平面的物体时，物体做匀速直线运动；若保持该力大小不变，改为沿水平方向拉动，物体依然能匀速前行，求物体与水平面间的动摩擦因数μ。 (结果保留3位有效数字)"," 0.577"
"87","3","当用与水平方向呈75°角的力拉置于水平面的物体时，物体做匀速直线运动；若保持该力大小不变，改为沿水平方向拉动，物体依然能匀速前行，求物体与水平面间的动摩擦因数μ。 (结果保留3位有效数字)"," 0.268"
"54","0","一个物体沿 \( x \) 轴方向移动，其加速度表达式为 \( a = -4t \, \text{m/s}^2 \)。在初始时间 \( t = 0 \) 时，物体的位置是 \( 5 \, \text{m} \)，速度是 \( 8 \, \text{m/s} \)。求物体在 \( t = 1 \, \text{s} \) 时刻的速度。 (结果保留1位有效数字)"," 6"
"54","1","一个物体沿 \( x \) 轴方向移动，其加速度表达式为 \( a = -4t \, \text{m/s}^2 \)。在初始时间 \( t = 0 \) 时，物体的位置是 \( 5 \, \text{m} \)，速度是 \( 9 \, \text{m/s} \)。求物体在 \( t = 1 \, \text{s} \) 时刻的速度。 (结果保留1位有效数字)"," 7"
"54","2","一个物体沿 \( x \) 轴方向移动，其加速度表达式为 \( a = -5t \, \text{m/s}^2 \)。在初始时间 \( t = 0 \) 时，物体的位置是 \( 5\, \text{m} \)，速度是 \( 8 \, \text{m/s} \)。求物体在 \( t = 1 \, \text{s} \) 时刻的速度。 (结果保留2位有效数字)"," 5.5"
"54","3","一个物体沿 \( x \) 轴方向移动，其加速度表达式为 \( a = -6t \, \text{m/s}^2 \)。在初始时间 \( t = 0 \) 时，物体的位置是 \( 5 \, \text{m} \)，速度是 \( 12 \, \text{m/s} \)。求物体在 \( t = 1 \, \text{s} \) 时刻的速度。 (结果保留1位有效数字)"," 9"
"66","0","一质量为 \( {50}\mathrm{\;{kg}} \) 的人位于一静止的质量为 \( {200}\mathrm{\;{kg}} \) 的船中，初始时人离岸边 \( {20}\mathrm{\;m} \) 。现此人沿船体向岸边方向移动了 \( 8\mathrm{\;m} \) 后停止。设船与水之间无摩擦，求人停止移动时离岸边的距离。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 13.6"
"66","1","一质量为 \( {50}\mathrm{\;{kg}} \) 的人位于一静止的质量为 \( {200}\mathrm{\;{kg}} \) 的船中，初始时人离岸边 \( {25}\mathrm{\;m} \) 。现此人沿船体向岸边方向移动了 \( 8\mathrm{\;m} \) 后停止。设船与水之间无摩擦，求人停止移动时离岸边的距离。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 18.6"
"66","2","一质量为 \( {50}\mathrm{\;{kg}} \) 的人位于一静止的质量为 \( {200}\mathrm{\;{kg}} \) 的船中，初始时人离岸边 \( {30}\mathrm{\;m} \) 。现此人沿船体向岸边方向移动了 \( 8\mathrm{\;m} \) 后停止。设船与水之间无摩擦，求人停止移动时离岸边的距离。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 23.6"
"66","3","一质量为 \( {50}\mathrm{\;{kg}} \) 的人位于一静止的质量为 \( {200}\mathrm{\;{kg}} \) 的船中，初始时人离岸边 \( {35}\mathrm{\;m} \) 。现此人沿船体向岸边方向移动了 \( 8\mathrm{\;m} \) 后停止。设船与水之间无摩擦，求人停止移动时离岸边的距离。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 28.6"
"57","0","一双缝装置的缝间距 \( d = 0.40  \text{mm} \)，每个缝的宽度为 \( a = 0.08  \text{mm} \)。用一波长 \( \lambda = 480  \text{nm} \) 的平行单色光垂直照射双缝，在双缝后放置一焦距为 \( f = 2.0  \text{m} \) 的透镜。求：在单缝衍射中央亮纹范围内，双缝干涉亮纹的数目 \( N \) 。 (结果保留1位有效数字)"," 9 "
"57","1","一双缝装置的缝间距 \( d = 0.20  \text{mm} \)，每个缝的宽度为 \( a = 0.08  \text{mm} \)。用一波长 \( \lambda = 480  \text{nm} \) 的平行单色光垂直照射双缝，在双缝后放置一焦距为 \( f = 2.0  \text{m} \) 的透镜。求：在单缝衍射中央亮纹范围内，双缝干涉亮纹的数目 \( N \) 。 (结果保留1位有效数字)"," 5 "
"57","2","一双缝装置的缝间距 \( d = 0.60  \text{mm} \)，每个缝的宽度为 \( a = 0.08  \text{mm} \)。用一波长 \( \lambda = 480  \text{nm} \) 的平行单色光垂直照射双缝，在双缝后放置一焦距为 \( f = 2.0  \text{m} \) 的透镜。求：在单缝衍射中央亮纹范围内，双缝干涉亮纹的数目 \( N \) 。 (结果保留2位有效数字)"," 15 "
"57","3","一双缝装置的缝间距 \( d = 0.80  \text{mm} \)，每个缝的宽度为 \( a = 0.08  \text{mm} \)。用一波长 \( \lambda = 480  \text{nm} \) 的平行单色光垂直照射双缝，在双缝后放置一焦距为 \( f = 2.0  \text{m} \) 的透镜。求：在单缝衍射中央亮纹范围内，双缝干涉亮纹的数目 \( N \) 。 (结果保留2位有效数字)"," 21"
"31","0","在一个圆柱形电容器装置中，外导体是一个直径为 \( 2\mathrm{\;{cm}} \) 的金属圆柱壳，内导体是一条直径为 \( {0.31}\mathrm{\;{mm}} \) 的金属丝，沿轴线放置。当在内外导体之间施加 \( {850}\mathrm{\;V} \) 的电压时，求外导体内侧表面附近的电场强度大小。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留3位有效数字)","2.04 \times 10^{4}"
"31","1","在一个圆柱形电容器装置中，外导体是一个直径为 \( 2\mathrm{\;{cm}} \) 的金属圆柱壳，内导体是一条直径为 \( {0.31}\mathrm{\;{mm}} \) 的金属丝，沿轴线放置。当在内外导体之间施加 \( {800}\mathrm{\;V} \) 的电压时，求外导体内侧表面附近的电场强度大小。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留3位有效数字)","1.92 \times 10^{4}"
"31","2","在一个圆柱形电容器装置中，外导体是一个直径为 \( 2\mathrm{\;{cm}} \) 的金属圆柱壳，内导体是一条直径为 \( {0.31}\mathrm{\;{mm}} \) 的金属丝，沿轴线放置。当在内外导体之间施加 \( {900}\mathrm{\;V} \) 的电压时，求外导体内侧表面附近的电场强度大小。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留3位有效数字)","2.16 \times 10^{4}"
"31","3","在一个圆柱形电容器装置中，外导体是一个直径为 \( 2\mathrm{\;{cm}} \) 的金属圆柱壳，内导体是一条直径为 \( {0.31}\mathrm{\;{mm}} \) 的金属丝，沿轴线放置。当在内外导体之间施加 \( {750}\mathrm{\;V} \) 的电压时，求外导体内侧表面附近的电场强度大小。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留3位有效数字)","1.80 \times 10^{4}"
"100","0","某质点沿 \( X \) 轴作直线运动，受力 \( \mathrm{F} = \left( {5x + 4} \right) \mathrm{{iN}} \)。试求质点从 \( {x}_{0} = 0 \) 移动到 \( x = {10}\mathrm{\;m} \) 的过程中,该力作功多少? (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","290"
"100","1","某质点沿 \( X \) 轴作直线运动，受力 \( \mathrm{F} = \left( {7x + 4} \right) \mathrm{{iN}} \)。试求质点从 \( {x}_{0} = 0 \) 移动到 \( x = {10}\mathrm{\;m} \) 的过程中,该力作功多少? (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","390"
"100","2","某质点沿 \( X \) 轴作直线运动，受力 \( \mathrm{F} = \left( {5x + 5} \right) \mathrm{{iN}} \)。试求质点从 \( {x}_{0} = 0 \) 移动到 \( x = {10}\mathrm{\;m} \) 的过程中,该力作功多少? (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","300"
"100","3","某质点沿 \( X \) 轴作直线运动，受力 \( \mathrm{F} = \left( {6x + 8} \right) \mathrm{{iN}} \)。试求质点从 \( {x}_{0} = 0 \) 移动到 \( x = {10}\mathrm{\;m} \) 的过程中,该力作功多少? (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","380"
